,features,importance-mean,importance-std
661,action_forgot_password,0.0,0.0
662,action_feed,0.0,0.0
663,action_faq_experiment_ids,0.0,0.0
664,action_departments,0.0,0.0
665,action_create_airbnb,0.0,0.0
666,action_create_paypal,0.0,0.0
667,action_currencies,0.0,0.0
668,action_custom_recommended_destinations,0.0,0.0
669,action_deactivate,0.0,0.0
670,action_deactivated,0.0,0.0
671,action_deauthorize,0.0,0.0
672,action_decision_tree,0.0,0.0
673,action_department,0.0,0.0
674,action_desks,0.0,0.0
675,action_envoy_form,0.0,0.0
676,action_destroy,0.0,0.0
677,action_detect_fb_session,0.0,0.0
678,action_disaster_action,0.0,0.0
679,action_domains,0.0,0.0
680,action_email_by_key,0.0,0.0
681,action_email_itinerary_colorbox,0.0,0.0
682,action_email_share,0.0,0.0
683,action_email_wishlist,0.0,0.0
684,action_envoy_bank_details_redirect,0.0,0.0
685,action_airbnb_picks,0.0,0.0
686,action_add_note,0.0,0.0
687,action_issue,0.0,0.0
688,action_detail_confirm_email,0.0,0.0
689,action_detail_coupon_field_focus,0.0,0.0
690,action_detail_create_alteration_request,0.0,0.0
691,action_detail_create_payment_instrument,0.0,0.0
692,action_detail_deactivate_user_account,0.0,0.0
693,action_detail_delete_listing,0.0,0.0
694,action_detail_delete_listing_description,0.0,0.0
695,action_detail_delete_payment_instrument,0.0,0.0
696,action_detail_email_wishlist,0.0,0.0
697,action_detail_email_wishlist_button,0.0,0.0
698,action_detail_forgot_password,0.0,0.0
699,action_detail_friends_wishlists,0.0,0.0
700,action_detail_guest_receipt,0.0,0.0
701,action_detail_homepage,0.0,0.0
702,action_detail_host_guarantee,0.0,0.0
703,action_detail_host_home,0.0,0.0
704,action_detail_host_refund_guest,0.0,0.0
705,action_detail_host_respond,0.0,0.0
706,action_detail_host_respond_page,0.0,0.0
707,action_detail_host_standard_suspension,0.0,0.0
708,action_detail_listing_descriptions,0.0,0.0
709,action_detail_message_post,0.0,0.0
710,action_detail_coupon_code_click,0.0,0.0
711,action_detail_complete_booking,0.0,0.0
712,action_add_guests,0.0,0.0
713,action_detail_click_reviews,0.0,0.0
714,action_detail_count,0.0,0.0
715,action_type_booking_response,0.0,0.0
716,action_type_modify,0.0,0.0
717,action_detail_-unknown-,0.0,0.0
718,action_detail_account_payment_methods,0.0,0.0
719,action_detail_account_payout_preferences,0.0,0.0
720,action_detail_account_transaction_history,0.0,0.0
721,action_detail_admin_templates,0.0,0.0
722,action_detail_airbnb_picks_wishlists,0.0,0.0
723,action_detail_alteration_field,0.0,0.0
724,action_detail_alteration_request,0.0,0.0
725,action_detail_apply_coupon_click_success,0.0,0.0
726,action_detail_apply_coupon_error,0.0,0.0
727,action_detail_booking,0.0,0.0
728,action_detail_calculate_worth,0.0,0.0
729,action_detail_cancellation_policy,0.0,0.0
730,action_detail_cancellation_policy_click,0.0,0.0
731,action_detail_change_availability,0.0,0.0
732,action_detail_change_password,0.0,0.0
733,action_detail_click_about_host,0.0,0.0
734,action_detail_click_amenities,0.0,0.0
735,action_detail_modify_reservations,0.0,0.0
736,action_detail_modify_users,0.0,0.0
737,action_detail_move_map,0.0,0.0
738,action_detail_oauth_response,0.0,0.0
739,action_detail_view_locations,0.0,0.0
740,action_detail_view_reservations,0.0,0.0
741,action_detail_view_resolutions,0.0,0.0
742,action_detail_view_security_checks,0.0,0.0
743,action_detail_view_user_real_names,0.0,0.0
744,action_detail_wishlist_note,0.0,0.0
745,action_detail_your_reservations,0.0,0.0
746,action_10,0.0,0.0
747,action_11,0.0,0.0
748,action_15,0.0,0.0
749,action_about_us,0.0,0.0
750,action_accept_decline,0.0,0.0
751,action_acculynk_bin_check_failed,0.0,0.0
752,action_acculynk_bin_check_success,0.0,0.0
753,action_acculynk_load_pin_pad,0.0,0.0
754,action_acculynk_pin_pad_error,0.0,0.0
755,action_acculynk_pin_pad_inactive,0.0,0.0
756,action_acculynk_pin_pad_success,0.0,0.0
757,action_acculynk_session_obtained,0.0,0.0
758,action_add_business_address_colorbox,0.0,0.0
759,action_add_guest_colorbox,0.0,0.0
760,action_detail_view_listing,0.0,0.0
761,action_detail_view_identity_verifications,0.0,0.0
762,action_detail_view_ghostings,0.0,0.0
763,action_detail_respond_to_alteration_request,0.0,0.0
764,action_detail_p4_refund_policy_terms,0.0,0.0
765,action_detail_p4_terms,0.0,0.0
766,action_detail_phone_numbers,0.0,0.0
767,action_detail_phone_verification_success,0.0,0.0
768,action_detail_photos,0.0,0.0
769,action_detail_place_worth,0.0,0.0
770,action_detail_previous_trips,0.0,0.0
771,action_detail_profile_reviews,0.0,0.0
772,action_detail_remove_dashboard_alert,0.0,0.0
773,action_detail_set_default_payment_instrument,0.0,0.0
774,action_detail_view_ghosting_reasons,0.0,0.0
775,action_detail_share,0.0,0.0
776,action_detail_signup_modal,0.0,0.0
777,action_detail_special_offer_field,0.0,0.0
778,action_detail_toggle_starred_thread,0.0,0.0
779,action_detail_tos_2014,0.0,0.0
780,action_detail_trip_availability,0.0,0.0
781,action_detail_user_friend_recommendations,0.0,0.0
782,action_detail_user_languages,0.0,0.0
783,action_detail_user_tax_forms,0.0,0.0
784,action_invalid_action,0.0,0.0
785,action_events,0.0,0.0
786,affiliate_channel_lat_destination_US,0.0,0.0
787,action_views,0.0,0.0
788,action_views_campaign_rules,0.0,0.0
789,action_reset_calendar,0.0,0.0
790,action_respond,0.0,0.0
791,action_rest-of-world,0.0,0.0
792,action_revert_to_admin,0.0,0.0
793,action_review_page,0.0,0.0
794,action_views_campaign,0.0,0.0
795,action_view,0.0,0.0
796,action_webcam_upload,0.0,0.0
797,action_sandy,0.0,0.0
798,action_satisfy,0.0,0.0
799,action_use_mobile_site,0.0,0.0
800,action_uptodate,0.0,0.0
801,action_set_default,0.0,0.0
802,action_set_minimum_payout_amount,0.0,0.0
803,action_upload,0.0,0.0
804,action_reservation,0.0,0.0
805,action_weibo_signup_referral_finish,0.0,0.0
806,action_update_reservation_requirements,0.0,0.0
807,action_why_host,0.0,0.0
808,action_receipt,0.0,0.0
809,action_recent_reservations,0.0,0.0
810,action_recommendation_page,0.0,0.0
811,action_track_activity,0.0,0.0
812,action_widget,0.0,0.0
813,action_redirect,0.0,0.0
814,action_references,0.0,0.0
815,action_refund_guest_cancellation,0.0,0.0
816,action_requirements,0.0,0.0
817,action_relationship,0.0,0.0
818,action_remove_dashboard_alert,0.0,0.0
819,action_rentals,0.0,0.0
820,action_report,0.0,0.0
821,action_reputation,0.0,0.0
822,action_request_new_confirm_email,0.0,0.0
823,action_request_photography,0.0,0.0
824,action_show_code,0.0,0.0
825,action_update_notifications,0.0,0.0
826,action_reactivate,0.0,0.0
827,action_travel_plans_previous,0.0,0.0
828,action_unread,0.0,0.0
829,action_united-states,0.0,0.0
830,action_sync,0.0,0.0
831,action_trust,0.0,0.0
832,action_tell_a_friend,0.0,0.0
833,action_terms,0.0,0.0
834,action_terms_and_conditions,0.0,0.0
835,action_this_hosting_reviews_3000,0.0,0.0
836,action_update_cached,0.0,0.0
837,action_toggle_archived_thread,0.0,0.0
838,action_toggle_starred_thread,0.0,0.0
839,action_travel,0.0,0.0
840,action_transaction_history_paginated,0.0,0.0
841,action_transaction_history,0.0,0.0
842,action_top_destinations,0.0,0.0
843,action_tos_2014,0.0,0.0
844,action_unsubscribe,0.0,0.0
845,action_supported,0.0,0.0
846,action_update_message,0.0,0.0
847,action_south-america,0.0,0.0
848,action_signup_modal,0.0,0.0
849,action_signup_weibo,0.0,0.0
850,action_signup_weibo_referral,0.0,0.0
851,action_sldf,0.0,0.0
852,action_slideshow,0.0,0.0
853,action_social,0.0,0.0
854,action_social-media,0.0,0.0
855,action_southern-europe,0.0,0.0
856,action_support_phone_numbers,0.0,0.0
857,action_update_hide_from_search_engines,0.0,0.0
858,action_special_offer,0.0,0.0
859,action_update_friends_display,0.0,0.0
860,action_spoken_languages,0.0,0.0
861,action_stpcv,0.0,0.0
862,action_update_country_of_residence,0.0,0.0
863,action_sublets,0.0,0.0
864,action_read_policy_click,0.0,0.0
865,action_recommendations,0.0,0.0
866,action_rate,0.0,0.0
867,language_CA,0.0,0.0
868,action_multi_message,0.0,0.0
869,action_multi_message_attributes,0.0,0.0
870,action_my_listings,0.0,0.0
871,action_my_reservations,0.0,0.0
872,language_NL,0.0,0.0
873,language_FR,0.0,0.0
874,action_new_host,0.0,0.0
875,action_new_session,0.0,0.0
876,device_type_Windows Phone,0.0,0.0
877,action_nyan,0.0,0.0
878,action_office_location,0.0,0.0
879,action_onenight,0.0,0.0
880,device_type_iPodtouch,0.0,0.0
881,action_questions,0.0,0.0
882,action_overview,0.0,0.0
883,action_p4_refund_policy_terms,0.0,0.0
884,action_multi,0.0,0.0
885,action_mobile_oauth_callback,0.0,0.0
886,action_mobile_landing_page,0.0,0.0
887,action_message_to_host_focus,0.0,0.0
888,language_US,0.0,0.0
889,action_life,0.0,0.0
890,action_listing,0.0,0.0
891,action_load_more,0.0,0.0
892,action_locale_from_host,0.0,0.0
893,action_localization_settings,0.0,0.0
894,action_localized,0.0,0.0
895,action_locations,0.0,0.0
896,action_login,0.0,0.0
897,action_login_modal,0.0,0.0
898,action_manage_listing,0.0,0.0
899,action_maybe_information,0.0,0.0
900,action_media_resources,0.0,0.0
901,action_message,0.0,0.0
902,action_message_to_host_change,0.0,0.0
903,action_p4_terms,0.0,0.0
904,action_open_hard_fallback_modal,0.0,0.0
905,action_phone_verification_phone_number_removed,0.0,0.0
906,action_phone_verification,0.0,0.0
907,action_phone_verification_error,0.0,0.0
908,action_phone_verification_modal,0.0,0.0
909,action_patch,0.0,0.0
910,action_phone_verification_success,0.0,0.0
911,action_pricing,0.0,0.0
912,action_photography,0.0,0.0
913,action_photography_update,0.0,0.0
914,action_place_worth,0.0,0.0
915,action_plaxo_cb,0.0,0.0
916,action_popular,0.0,0.0
917,action_popular_listing,0.0,0.0
918,action_preapproval,0.0,0.0
919,action_press_content,0.0,0.0
920,action_press_news,0.0,0.0
921,action_press_release,0.0,0.0
922,action_print_confirmation,0.0,0.0
923,action_phone_verification_call_taking_too_long,0.0,0.0
924,action_payout_delete,0.0,0.0
925,device_type_Opera Phone,0.0,0.0
926,device_type_Chromebook,0.0,0.0
927,action_privacy,0.0,0.0
928,action_pay,0.0,0.0
929,action_zendesk_login_jwt,0.0,0.0
930,action_pending_tickets,0.0,0.0
931,action_payout_update,0.0,0.0
932,action_payout_preferences,0.0,0.0
933,device_type_Linux Desktop,0.0,0.0
934,device_type_Blackberry,0.0,0.0
935,action_qt_with,0.0,0.0
936,action_payoneer_signup_complete,0.0,0.0
937,action_payoneer_account_redirect,0.0,0.0
938,action_wishlists,0.0,0.0
939,action_change_currency,-4.4408920985006264e-17,5.467675132037754e-06
940,action_detail_p4,-1.7749547847056847e-07,1.4214258563433286e-05
941,action_submit_contact,-2.053067430285438e-07,4.106134860570876e-07
942,language_age_group_NDF,-2.4146017247872463e-07,1.1953641460287345e-05
943,action_detail_guest_itinerary,-2.9683159823434836e-07,4.787564461883131e-06
944,action_detail_popular_wishlists,-3.247684145835095e-07,6.495368291115078e-07
945,language_PT,-5.300751575898488e-07,6.761266423195864e-07
946,secs_elapsed_count,-5.804984761326182e-07,3.748474875830753e-06
947,action_detail_read_policy_click,-6.4953682912261e-07,7.955169002478715e-07
948,action_new,-9.432254733265921e-07,5.470213195391738e-06
949,action_agree_terms_check,-1.143458557217869e-06,1.406626057660984e-06
950,action_active,-1.168613766489024e-06,2.08877826990402e-05
951,first_affiliate_tracked_PT,-1.2267667993004494e-06,2.8898229557576297e-06
952,action_detail_your_listings,-1.3118801945877223e-06,2.3620862455289695e-05
953,action_detail_listing_recommendations,-1.623842072806525e-06,0.0
954,action_similar_listings_v2,-1.6928772629043464e-06,4.244527015661913e-06
955,affiliate_channel_CA,-1.7289051405633416e-06,7.766906693632406e-06
956,action_payment_instruments,-1.7290306923323228e-06,3.4580613846646457e-06
957,action_salute,-1.7290306923323228e-06,3.4580613846646457e-06
958,action_detail_notifications,-1.7290306923323228e-06,3.4580613846646457e-06
959,action_detail_listing_reviews,-1.774380351671212e-06,1.1477790490655112e-05
960,first_browser_population_in_thousands_PT,-1.8123389343704943e-06,3.6246778687409886e-06
961,action_set_user,-1.8123389343704943e-06,3.6823631325078396e-06
962,action_detail_wishlist,-1.9343374354052754e-06,6.543861834662398e-06
963,action_jumio_redirect,-2.017645677443447e-06,3.544393076286233e-06
964,action_profile_pic,-2.179066113749961e-06,2.282519525581874e-05
965,action_detail_apply_coupon,-2.401427515730248e-06,3.609863260594116e-05
966,action_dashboard,-2.653641130945239e-06,1.8192055590428912e-05
967,action_detail_change_or_alter,-3.0669169981401012e-06,0.0
968,action_endpoint_error,-3.0669169981401012e-06,0.0
969,action_ajax_google_translate,-3.0669169982067144e-06,9.47029112803107e-06
970,action_faq_category,-3.4580613845980324e-06,1.6034371007551503e-05
971,action_ajax_referral_banner_type,-3.6505584284363124e-06,1.036757501816738e-06
972,action_detail_lookup_message_thread,-3.7164538272627113e-06,7.955169002478715e-07
973,action_detail_at_checkpoint,-4.163949256263955e-06,6.555483093930718e-06
974,device_type_Tablet,-5.187092076974764e-06,6.916122769290433e-06
975,action_detail_instant_book,-5.464702516055908e-06,6.761266422477462e-07
976,action_show,-5.578177457676858e-06,2.126457738241054e-05
977,action_detail_user_social_connections,-5.578236463410491e-06,0.0
978,action_detail_login_page,-5.706288240125979e-06,7.6000390499273255e-06
979,action_signup_login,-6.428128765278984e-06,3.214064382639492e-06
980,device_type_iPhone,-6.705864755995883e-06,1.7336578411284653e-05
981,action_create_multiple,-6.916122769284882e-06,1.02271626255802e-05
982,action_detail_toggle_archived_thread,-6.916122769307087e-06,6.469440461888491e-06
983,action_phone_number_widget,-7.2908276034233666e-06,9.903502472352392e-06
984,action_detail_book_it,-7.343542973914375e-06,1.0558057161033227e-05
985,action_kba,-7.385624127453916e-06,1.7181729050047612e-06
986,device_type_count,-7.46303317400443e-06,3.5253427032083525e-05
987,action_detail_user_profile_content_update,-7.565781987084463e-06,1.7586115948200782e-05
988,language_age_group_NL,-7.61608291679483e-06,5.553961610198978e-06
989,action_detail_login_modal,-8.359929371115626e-06,6.340999280550553e-06
990,action_ajax_photo_widget_form_iframe,-8.645153461661614e-06,0.0
991,language_NDF,-8.83365032320338e-06,3.5653189884480866e-05
992,action_search_results,-1.0922692951664814e-05,2.440825561953512e-05
993,action_detail_oauth_login,-1.1143182654471673e-05,7.258262994813344e-06
994,action_show_personalize,-1.1307384697856194e-05,5.745809565665263e-06
995,device_type_Mac Desktop,-1.1423822641010161e-05,2.696114437968784e-05
996,action_signature,-1.210321484628185e-05,4.235242945770932e-06
997,language_ES,-1.2125220775316414e-05,1.2267667992560405e-06
998,first_browser_NDF,-1.2370674804307313e-05,1.7801148615134133e-05
999,action_detail_payment_instruments,-1.3335912532586036e-05,1.6403025396171777e-05
1000,action_referrer_status,-1.3832245538569764e-05,4.235242945752802e-06
1001,action_ajax_image_upload,-1.467608456464653e-05,1.713077387351292e-06
1002,first_device_type_AU,-1.4800032810469155e-05,0.00011620876587281295
1003,device_type_Android App Unknown Phone/Tablet,-1.5206285273916543e-05,3.335019283560385e-05
1004,action_detail_request_to_book,-1.5561276230879884e-05,6.46944046180541e-06
1005,action_track_page_view,-1.591385590997696e-05,6.147806804057176e-06
1006,action_detail_request_new_confirm_email,-1.607032191304203e-05,8.10502611099426e-06
1007,action_itinerary,-1.634781628911952e-05,3.7006239096093304e-05
1008,action_edit_verification,-1.663581882382914e-05,3.978146386290024e-06
1009,language_GB,-1.7149087262890993e-05,7.24935573744312e-06
1010,action_detail_dashboard,-1.7599364805520602e-05,8.190717522411803e-05
1011,language_IT,-1.983912976371016e-05,1.3244786067326789e-05
1012,action_calendar_tab_inner2,-2.0071635827534352e-05,4.356469932865885e-05
1013,action_ajax_referral_banner_experiment_type,-2.085875297512807e-05,9.360549005098984e-06
1014,action_detail_confirm_email_link,-2.1001683928534298e-05,1.3749085712725749e-05
1015,action_type_data,-2.1118583404744484e-05,4.262217183716221e-05
1016,first_affiliate_tracked_CA,-2.1803438638157146e-05,5.590437427947868e-05
1017,action_detail_contact_host,-2.3673936931167817e-05,2.582260753013693e-05
1018,action_detail_reservations,-2.5319540155654962e-05,5.490753728112312e-06
1019,action_search,-2.592784989625674e-05,1.6185497606710328e-05
1020,language_AU,-2.885114493835772e-05,2.372736780804902e-05
1021,first_brows_device_type_signup_NDF,-2.9480130208803245e-05,1.0437219814576263e-05
1022,action_listings,-3.095944926101435e-05,8.329297969901146e-06
1023,action_count,-3.1093918823654756e-05,3.9119803887339775e-05
1024,action_verify,-3.268970751058031e-05,2.286052749728521e-05
1025,action_detail_profile_references,-3.616081438986285e-05,2.0284535381298157e-05
1026,action_detail_create_user,-3.87177251289339e-05,4.828071753154617e-05
1027,language_age_group_AU,-3.9865535157690425e-05,8.111325350546705e-05
1028,weekday_account_created,-4.07860330831733e-05,5.7478472577008126e-05
1029,first_brows_device_type_signup_DE,-4.1493364760958326e-05,2.4954963344817378e-05
1030,first_brows_device_type_signup_CA,-4.193154473406402e-05,6.62218773777001e-05
1031,first_browser_AU,-4.194473108836139e-05,5.4836333668609305e-05
1032,secs_elapsed_min,-4.5610532696760406e-05,4.554949647397931e-05
1033,action_ask_question,-4.59616204945279e-05,3.5018761447888645e-05
1034,action_my,-4.602594969864704e-05,2.1438431343729568e-05
1035,first_brows_device_type_signup_US,-4.9991097531942866e-05,2.7573575132759893e-05
1036,action_detail_user_wishlists,-6.06165595208985e-05,1.5339635335493166e-05
1037,action_detail_update_user_profile,-7.273441192894304e-05,5.088177997788541e-05
1038,weekday_first_active,-8.831857351985218e-05,8.67652545356133e-05
1039,secs_elapsed_std,-9.073579960876544e-05,9.384244653450524e-05
1040,secs_elapsed_max,-0.00010409846580594628,4.3610280842931644e-05
